ID,TITLE,ABSTRACT,Computer Science,Physics,Mathematics,Statistics,Quantitative Biology,Quantitative Finance
457,"Mutual Information, Relative Entropy and Estimation Error in Semi-martingale Channels","  Fundamental relations between information and estimation have been
established in the literature for the continuous-time Gaussian and Poisson
channels, in a long line of work starting from the classical representation
theorems by Duncan and Kabanov respectively. In this work, we demonstrate that
such relations hold for a much larger family of continuous-time channels. We
introduce the family of semi-martingale channels where the channel output is a
semi-martingale stochastic process, and the channel input modulates the
characteristics of the semi-martingale. For these channels, which includes as a
special case the continuous time Gaussian and Poisson models, we establish new
representations relating the mutual information between the channel input and
output to an optimal causal filtering loss, thereby unifying and considerably
extending results from the Gaussian and Poisson settings. Extensions to the
setting of mismatched estimation are also presented where the relative entropy
between the laws governing the output of the channel under two different input
distributions is equal to the cumulative difference between the estimation loss
incurred by using the mismatched and optimal causal filters respectively. The
main tool underlying these results is the Doob--Meyer decomposition of a class
of likelihood ratio sub-martingales. The results in this work can be viewed as
the continuous-time analogues of recent generalizations for relations between
information and estimation for discrete-time Lévy channels.
",1,0,0,0,0,0
458,Testing redMaPPer centring probabilities using galaxy clustering and galaxy-galaxy lensing,"  Galaxy cluster centring is a key issue for precision cosmology studies using
galaxy surveys. Mis-identification of central galaxies causes systematics in
various studies such as cluster lensing, satellite kinematics, and galaxy
clustering. The red-sequence Matched-filter Probabilistic Percolation
(redMaPPer) estimates the probability that each member galaxy is central from
photometric information rather than specifying one central galaxy. The
redMaPPer estimates can be used for calibrating the off-centring effect,
however, the centring algorithm has not previously been well-tested. We test
the centring probabilities of redMaPPer cluster catalog using the projected
cross correlation between redMaPPer clusters with photometric red galaxies and
galaxy-galaxy lensing. We focus on the subsample of redMaPPer clusters in which
the redMaPPer central galaxies (RMCGs) are not the brightest member galaxies
(BMEM) and both of them have spectroscopic redshift. This subsample represents
nearly 10% of the whole cluster sample. We find a clear difference in the
cross-correlation measurements between RMCGs and BMEMs, and the estimated
centring probability is 74$\pm$10% for RMCGs and 13$\pm$4% for BMEMs in the
Gaussian offset model and 78$\pm$9% for RMCGs and 5$\pm$5% for BMEMs in the NFW
offset model. These values are in agreement with the centring probability
values reported by redMaPPer (75% for RMCG and 10% for BMEMs) within 1$\sigma$.
Our analysis provides a strong consistency test of the redMaPPer centring
probabilities. Our results suggest that redMaPPer centring probabilities are
reliably estimated. We confirm that the brightest galaxy in the cluster is not
always the central galaxy as has been shown in previous works.
",0,1,0,0,0,0
459,Criterion of positivity for semilinear problems with applications in biology,"  The goal of this article is to provide an useful criterion of positivity and
well-posedness for a wide range of infinite dimensional semilinear abstract
Cauchy problems. This criterion is based on some weak assumptions on the
non-linear part of the semilinear problem and on the existence of a strongly
continuous semigroup generated by the differential operator. To illustrate a
large variety of applications, we exhibit the feasibility of this criterion
through three examples in mathematical biology: epidemiology, predator-prey
interactions and oncology.
",0,0,1,0,0,0
460,Axiomatic quantum mechanics: Necessity and benefits for the physics studies,"  The ongoing progress in quantum theory emphasizes the crucial role of the
very basic principles of quantum theory. However, this is not properly followed
in teaching quantum mechanics on the graduate and undergraduate levels of
physics studies. The existing textbooks typically avoid the axiomatic
presentation of the theory. We emphasize usefulness of the systematic,
axiomatic approach to the basics of quantum theory as well as its importance in
the light of the modern scientific-research context.
",0,1,0,0,0,0
461,Kinetic modelling of competition and depletion of shared miRNAs by competing endogenous RNAs,"  Non-conding RNAs play a key role in the post-transcriptional regulation of
mRNA translation and turnover in eukaryotes. miRNAs, in particular, interact
with their target RNAs through protein-mediated, sequence-specific binding,
giving rise to extended and highly heterogeneous miRNA-RNA interaction
networks. Within such networks, competition to bind miRNAs can generate an
effective positive coupling between their targets. Competing endogenous RNAs
(ceRNAs) can in turn regulate each other through miRNA-mediated crosstalk.
Albeit potentially weak, ceRNA interactions can occur both dynamically,
affecting e.g. the regulatory clock, and at stationarity, in which case ceRNA
networks as a whole can be implicated in the composition of the cell's
proteome. Many features of ceRNA interactions, including the conditions under
which they become significant, can be unraveled by mathematical and in silico
models. We review the understanding of the ceRNA effect obtained within such
frameworks, focusing on the methods employed to quantify it, its role in the
processing of gene expression noise, and how network topology can determine its
reach.
",0,0,0,0,1,0
462,Shortening binary complexes and commutativity of $K$-theory with infinite products,"  We show that in Grayson's model of higher algebraic $K$-theory using binary
acyclic complexes, the complexes of length two suffice to generate the whole
group. Moreover, we prove that the comparison map from Nenashev's model for
$K_1$ to Grayson's model for $K_1$ is an isomorphism. It follows that algebraic
$K$-theory of exact categories commutes with infinite products.
",0,0,1,0,0,0
463,Cost-Effective Seed Selection in Online Social Networks,"  We study the min-cost seed selection problem in online social networks, where
the goal is to select a set of seed nodes with the minimum total cost such that
the expected number of influenced nodes in the network exceeds a predefined
threshold. We propose several algorithms that outperform the previous studies
both on the theoretical approximation ratios and on the experimental
performance. Under the case where the nodes have heterogeneous costs, our
algorithms are the first bi- criteria approximation algorithms with polynomial
running time and provable logarithmic performance bounds using a general
contagion model. Under the case where the users have uniform costs, our
algorithms achieve logarithmic approximation ratio and provable time complexity
which is smaller than that of existing algorithms in orders of magnitude. We
conduct extensive experiments using real social networks. The experimental
results show that, our algorithms significantly outperform the existing
algorithms both on the total cost and on the running time, and also scale well
to billion-scale networks.
",1,0,0,0,0,0
464,Fast Meta-Learning for Adaptive Hierarchical Classifier Design,"  We propose a new splitting criterion for a meta-learning approach to
multiclass classifier design that adaptively merges the classes into a
tree-structured hierarchy of increasingly difficult binary classification
problems. The classification tree is constructed from empirical estimates of
the Henze-Penrose bounds on the pairwise Bayes misclassification rates that
rank the binary subproblems in terms of difficulty of classification. The
proposed empirical estimates of the Bayes error rate are computed from the
minimal spanning tree (MST) of the samples from each pair of classes. Moreover,
a meta-learning technique is presented for quantifying the one-vs-rest Bayes
error rate for each individual class from a single MST on the entire dataset.
Extensive simulations on benchmark datasets show that the proposed hierarchical
method can often be learned much faster than competing methods, while achieving
competitive accuracy.
",1,0,0,1,0,0
465,Vibrational Density Matrix Renormalization Group,"  Variational approaches for the calculation of vibrational wave functions and
energies are a natural route to obtain highly accurate results with
controllable errors. However, the unfavorable scaling and the resulting high
computational cost of standard variational approaches limit their application
to small molecules with only few vibrational modes. Here, we demonstrate how
the density matrix renormalization group (DMRG) can be exploited to optimize
vibrational wave functions (vDMRG) expressed as matrix product states. We study
the convergence of these calculations with respect to the size of the local
basis of each mode, the number of renormalized block states, and the number of
DMRG sweeps required. We demonstrate the high accuracy achieved by vDMRG for
small molecules that were intensively studied in the literature. We then
proceed to show that the complete fingerprint region of the sarcosyn-glycin
dipeptide can be calculated with vDMRG.
",0,1,0,0,0,0
466,Identification and Off-Policy Learning of Multiple Objectives Using Adaptive Clustering,"  In this work, we present a methodology that enables an agent to make
efficient use of its exploratory actions by autonomously identifying possible
objectives in its environment and learning them in parallel. The identification
of objectives is achieved using an online and unsupervised adaptive clustering
algorithm. The identified objectives are learned (at least partially) in
parallel using Q-learning. Using a simulated agent and environment, it is shown
that the converged or partially converged value function weights resulting from
off-policy learning can be used to accumulate knowledge about multiple
objectives without any additional exploration. We claim that the proposed
approach could be useful in scenarios where the objectives are initially
unknown or in real world scenarios where exploration is typically a time and
energy intensive process. The implications and possible extensions of this work
are also briefly discussed.
",1,0,0,0,0,0
467,Non-Asymptotic Analysis of Fractional Langevin Monte Carlo for Non-Convex Optimization,"  Recent studies on diffusion-based sampling methods have shown that Langevin
Monte Carlo (LMC) algorithms can be beneficial for non-convex optimization, and
rigorous theoretical guarantees have been proven for both asymptotic and
finite-time regimes. Algorithmically, LMC-based algorithms resemble the
well-known gradient descent (GD) algorithm, where the GD recursion is perturbed
by an additive Gaussian noise whose variance has a particular form. Fractional
Langevin Monte Carlo (FLMC) is a recently proposed extension of LMC, where the
Gaussian noise is replaced by a heavy-tailed {\alpha}-stable noise. As opposed
to its Gaussian counterpart, these heavy-tailed perturbations can incur large
jumps and it has been empirically demonstrated that the choice of
{\alpha}-stable noise can provide several advantages in modern machine learning
problems, both in optimization and sampling contexts. However, as opposed to
LMC, only asymptotic convergence properties of FLMC have been yet established.
In this study, we analyze the non-asymptotic behavior of FLMC for non-convex
optimization and prove finite-time bounds for its expected suboptimality. Our
results show that the weak-error of FLMC increases faster than LMC, which
suggests using smaller step-sizes in FLMC. We finally extend our results to the
case where the exact gradients are replaced by stochastic gradients and show
that similar results hold in this setting as well.
",1,0,0,1,0,0
468,Spoken English Intelligibility Remediation with PocketSphinx Alignment and Feature Extraction Improves Substantially over the State of the Art,"  We use automatic speech recognition to assess spoken English learner
pronunciation based on the authentic intelligibility of the learners' spoken
responses determined from support vector machine (SVM) classifier or deep
learning neural network model predictions of transcription correctness. Using
numeric features produced by PocketSphinx alignment mode and many recognition
passes searching for the substitution and deletion of each expected phoneme and
insertion of unexpected phonemes in sequence, the SVM models achieve 82 percent
agreement with the accuracy of Amazon Mechanical Turk crowdworker
transcriptions, up from 75 percent reported by multiple independent
researchers. Using such features with SVM classifier probability prediction
models can help computer-aided pronunciation teaching (CAPT) systems provide
intelligibility remediation.
",1,0,0,1,0,0
469,Second-Order Analysis and Numerical Approximation for Bang-Bang Bilinear Control Problems,"  We consider bilinear optimal control problems, whose objective functionals do
not depend on the controls. Hence, bang-bang solutions will appear. We
investigate sufficient second-order conditions for bang-bang controls, which
guarantee local quadratic growth of the objective functional in $L^1$. In
addition, we prove that for controls that are not bang-bang, no such growth can
be expected. Finally, we study the finite-element discretization, and prove
error estimates of bang-bang controls in $L^1$-norms.
",0,0,1,0,0,0
470,On the letter frequencies and entropy of written Marathi,"  We carry out a comprehensive analysis of letter frequencies in contemporary
written Marathi. We determine sets of letters which statistically predominate
any large generic Marathi text, and use these sets to estimate the entropy of
Marathi.
",1,0,0,0,0,0
471,Robust Orchestration of Concurrent Application Workflows in Mobile Device Clouds,"  A hybrid mobile/fixed device cloud that harnesses sensing, computing,
communication, and storage capabilities of mobile and fixed devices in the
field as well as those of computing and storage servers in remote datacenters
is envisioned. Mobile device clouds can be harnessed to enable innovative
pervasive applications that rely on real-time, in-situ processing of sensor
data collected in the field. To support concurrent mobile applications on the
device cloud, a robust and secure distributed computing framework, called
Maestro, is proposed. The key components of Maestro are (i) a task scheduling
mechanism that employs controlled task replication in addition to task
reallocation for robustness and (ii) Dedup for task deduplication among
concurrent pervasive workflows. An architecture-based solution that relies on
task categorization and authorized access to the categories of tasks is
proposed for different levels of protection. Experimental evaluation through
prototype testbed of Android- and Linux-based mobile devices as well as
simulations is performed to demonstrate Maestro's capabilities.
",1,0,0,0,0,0
472,Anisotropy and multiband superconductivity in Sr2RuO4,"  Despite numerous studies the exact nature of the order parameter in
superconducting Sr2RuO4 remains unresolved. We have extended previous
small-angle neutron scattering studies of the vortex lattice in this material
to a wider field range, higher temperatures, and with the field applied close
to both the <100> and <110> basal plane directions. Measurements at high field
were made possible by the use of both spin polarization and analysis to improve
the signal-to-noise ratio. Rotating the field towards the basal plane causes a
distortion of the square vortex lattice observed for H // <001>, and also a
symmetry change to a distorted triangular symmetry for fields close to <100>.
The vortex lattice distortion allows us to determine the intrinsic
superconducting anisotropy between the c-axis and the Ru-O basal plane,
yielding a value of ~60 at low temperature and low to intermediate fields. This
greatly exceeds the upper critical field anisotropy of ~20 at low temperature,
reminiscent of Pauli limiting. Indirect evidence for Pauli paramagnetic effects
on the unpaired quasiparticles in the vortex cores are observed, but a direct
detection lies below the measurement sensitivity. The superconducting
anisotropy is found to be independent of temperature but increases for fields >
1 T, indicating multiband superconductvity in Sr2RuO4. Finally, the temperature
dependence of the scattered intensity provides further support for gap nodes or
deep minima in the superconducting gap.
",0,1,0,0,0,0
473,"Time-Reversal Breaking in QCD$_4$, Walls, and Dualities in 2+1 Dimensions","  We study $SU(N)$ Quantum Chromodynamics (QCD) in 3+1 dimensions with $N_f$
degenerate fundamental quarks with mass $m$ and a $\theta$-parameter. For
generic $m$ and $\theta$ the theory has a single gapped vacuum. However, as
$\theta$ is varied through $\theta=\pi$ for large $m$ there is a first order
transition. For $N_f=1$ the first order transition line ends at a point with a
massless $\eta'$ particle (for all $N$) and for $N_f>1$ the first order
transition ends at $m=0$, where, depending on the value of $N_f$, the IR theory
has free Nambu-Goldstone bosons, an interacting conformal field theory, or a
free gauge theory. Even when the $4d$ bulk is smooth, domain walls and
interfaces can have interesting phase transitions separating different $3d$
phases. These turn out to be the phases of the recently studied $3d$
Chern-Simons matter theories, thus relating the dynamics of QCD$_4$ and
QCD$_3$, and, in particular, making contact with the recently discussed
dualities in 2+1 dimensions. For example, when the massless $4d$ theory has an
$SU(N_f)$ sigma model, the domain wall theory at low (nonzero) mass supports a
$3d$ massless $CP^{N_f-1}$ nonlinear $\sigma$-model with a Wess-Zumino term, in
agreement with the conjectured dynamics in 2+1 dimensions.
",0,1,0,0,0,0
474,Comparative Investigation of the High Pressure Autoignition of the Butanol Isomers,"  Investigation of the autoignition delay of the butanol isomers has been
performed at elevated pressures of 15 bar and 30 bar and low to intermediate
temperatures of 680-860 K. The reactivity of the stoichiometric isomers of
butanol, in terms of inverse ignition delay, was ranked as n-butanol >
sec-butanol ~ iso-butanol > tert-butanol at a compressed pressure of 15 bar but
changed to n-butanol > tert-butanol > sec-butanol > iso-butanol at 30 bar. For
the temperature and pressure conditions in this study, no NTC or two-stage
ignition behavior were observed. However, for both of the compressed pressures
studied in this work, tert-butanol exhibited unique pre-ignition heat release
characteristics. As such, tert-butanol was further studied at two additional
equivalence ratios ($\phi$ = 0.5 and 2.0) to help determine the cause of the
heat release.
",0,1,0,0,0,0
475,Selecting optimal minimum spanning trees that share a topological correspondence with phylogenetic trees,"  Choi et. al (2011) introduced a minimum spanning tree (MST)-based method
called CLGrouping, for constructing tree-structured probabilistic graphical
models, a statistical framework that is commonly used for inferring
phylogenetic trees. While CLGrouping works correctly if there is a unique MST,
we observe an indeterminacy in the method in the case that there are multiple
MSTs. In this work we remove this indeterminacy by introducing so-called
vertex-ranked MSTs. We note that the effectiveness of CLGrouping is inversely
related to the number of leaves in the MST. This motivates the problem of
finding a vertex-ranked MST with the minimum number of leaves (MLVRMST). We
provide a polynomial time algorithm for the MLVRMST problem, and prove its
correctness for graphs whose edges are weighted with tree-additive distances.
",1,0,1,0,0,0
476,Noisy Natural Gradient as Variational Inference,"  Variational Bayesian neural nets combine the flexibility of deep learning
with Bayesian uncertainty estimation. Unfortunately, there is a tradeoff
between cheap but simple variational families (e.g.~fully factorized) or
expensive and complicated inference procedures. We show that natural gradient
ascent with adaptive weight noise implicitly fits a variational posterior to
maximize the evidence lower bound (ELBO). This insight allows us to train
full-covariance, fully factorized, or matrix-variate Gaussian variational
posteriors using noisy versions of natural gradient, Adam, and K-FAC,
respectively, making it possible to scale up to modern-size ConvNets. On
standard regression benchmarks, our noisy K-FAC algorithm makes better
predictions and matches Hamiltonian Monte Carlo's predictive variances better
than existing methods. Its improved uncertainty estimates lead to more
efficient exploration in active learning, and intrinsic motivation for
reinforcement learning.
",1,0,0,1,0,0
477,A Game of Life on Penrose tilings,"  We define rules for cellular automata played on quasiperiodic tilings of the
plane arising from the multigrid method in such a way that these cellular
automata are isomorphic to Conway's Game of Life. Although these tilings are
nonperiodic, determining the next state of each tile is a local computation,
requiring only knowledge of the local structure of the tiling and the states of
finitely many nearby tiles. As an example, we show a version of a ""glider""
moving through a region of a Penrose tiling. This constitutes a potential
theoretical framework for a method of executing computations in
non-periodically structured substrates such as quasicrystals.
",0,1,1,0,0,0
478,"Single and Multiple Vortex Rings in Three-Dimensional Bose-Einstein Condensates: Existence, Stability and Dynamics","  In the present work, we explore the existence, stability and dynamics of
single and multiple vortex ring states that can arise in Bose-Einstein
condensates. Earlier works have illustrated the bifurcation of such states, in
the vicinity of the linear limit, for isotropic or anisotropic
three-dimensional harmonic traps. Here, we extend these states to the regime of
large chemical potentials, the so-called Thomas-Fermi limit, and explore their
properties such as equilibrium radii and inter-ring distance, for multi-ring
states, as well as their vibrational spectra and possible instabilities. In
this limit, both the existence and stability characteristics can be partially
traced to a particle picture that considers the rings as individual particles
oscillating within the trap and interacting pairwise with one another. Finally,
we examine some representative instability scenarios of the multi-ring dynamics
including breakup and reconnections, as well as the transient formation of
vortex lines.
",0,1,0,0,0,0
479,Dimension-free Wasserstein contraction of nonlinear filters,"  For a class of partially observed diffusions, sufficient conditions are given
for the map from initial condition of the signal to filtering distribution to
be contractive with respect to Wasserstein distances, with rate which has no
dependence on the dimension of the state-space and is stable under tensor
products of the model. The main assumptions are that the signal has affine
drift and constant diffusion coefficient, and that the likelihood functions are
log-concave. Contraction estimates are obtained from an $h$-process
representation of the transition probabilities of the signal reweighted so as
to condition on the observations.
",0,0,1,1,0,0
480,Vortex Nucleation Limited Mobility of Free Electron Bubbles in the Gross-Pitaevskii Model of a Superfluid,"  We study the motion of an electron bubble in the zero temperature limit where
neither phonons nor rotons provide a significant contribution to the drag
exerted on an ion moving within the superfluid. By using the Gross-Clark model,
in which a Gross-Pitaevskii equation for the superfluid wavefunction is coupled
to a Schrödinger equation for the electron wavefunction, we study how
vortex nucleation affects the measured drift velocity of the ion. We use
parameters that give realistic values of the ratio of the radius of the bubble
with respect to the healing length in superfluid $^4$He at a pressure of one
bar. By performing fully 3D spatio-temporal simulations of the superfluid
coupled to an electron, that is modelled within an adiabatic approximation and
moving under the influence of an applied electric field, we are able to recover
the key dynamics of the ion-vortex interactions that arise and the subsequent
ion-vortex complexes that can form. Using the numerically computed drift
velocity of the ion as a function of the applied electric field, we determine
the vortex-nucleation limited mobility of the ion to recover values in
reasonable agreement with measured data.
",0,1,0,0,0,0
481,Radio variability and non-thermal components in stars evolving toward planetary nebulae,"  We present new JVLA multi-frequency measurements of a set of stars in
transition from the post-AGB to the Planetary Nebula phase monitored in the
radio range over several years. Clear variability is found for five sources.
Their light curves show increasing and decreasing patterns. New radio
observations at high angular resolution are also presented for two sources.
Among these is IRAS 18062+2410, whose radio structure is compared to
near-infrared images available in the literature. With these new maps, we can
estimate inner and outer radii of 0.03$""$ and 0.08$""$ for the ionised shell, an
ionised mass of $3.2\times10^{-4}$ M$_\odot$, and a density at the inner radius
of $7.7\times 10^{-5}$ cm$^{-3}$, obtained by modelling the radio shell with
the new morphological constraints. The combination of multi-frequency data and,
where available, spectral-index maps leads to the detection of spectral indices
not due to thermal emission, contrary to what one would expect in planetary
nebulae. Our results allow us to hypothesise the existence of a link between
radio variability and non-thermal emission mechanisms in the nebulae. This link
seems to hold for IRAS 22568+6141 and may generally hold for those nebulae
where the radio flux decreases over time.
",0,1,0,0,0,0
482,Sequential testing for structural stability in approximate factor models,"  We develop an on-line monitoring procedure to detect a change in a large
approximate factor model. Our statistics are based on a well-known property of
the $% \left( r+1\right) $-th eigenvalue of the sample covariance matrix of the
data (having defined $r$ as the number of common factors): whilst under the
null the $\left( r+1\right) $-th eigenvalue is bounded, under the alternative
of a change (either in the loadings, or in the number of factors itself) it
becomes spiked. Given that the sample eigenvalue cannot be estimated
consistently under the null, we regularise the problem by randomising the test
statistic in conjunction with sample conditioning, obtaining a sequence of
\textit{i.i.d.}, asymptotically chi-square statistics which are then employed
to build the monitoring scheme. Numerical evidence shows that our procedure
works very well in finite samples, with a very small probability of false
detections and tight detection times in presence of a genuine change-point.
",0,0,0,1,0,0
483,Susceptibility Propagation by Using Diagonal Consistency,"  A susceptibility propagation that is constructed by combining a belief
propagation and a linear response method is used for approximate computation
for Markov random fields. Herein, we formulate a new, improved susceptibility
propagation by using the concept of a diagonal matching method that is based on
mean-field approaches to inverse Ising problems. The proposed susceptibility
propagation is robust for various network structures, and it is reduced to the
ordinary susceptibility propagation and to the adaptive
Thouless-Anderson-Palmer equation in special cases.
",0,0,1,1,0,0
484,Performance Analysis of Ultra-Dense Networks with Elevated Base Stations,"  This paper analyzes the downlink performance of ultra-dense networks with
elevated base stations (BSs). We consider a general dual-slope pathloss model
with distance-dependent probability of line-of-sight (LOS) transmission between
BSs and receivers. Specifically, we consider the scenario where each link may
be obstructed by randomly placed buildings. Using tools from stochastic
geometry, we show that both coverage probability and area spectral efficiency
decay to zero as the BS density grows large. Interestingly, we show that the BS
height alone has a detrimental effect on the system performance even when the
standard single-slope pathloss model is adopted.
",1,0,0,0,0,0
485,Learning to Drive in a Day,"  We demonstrate the first application of deep reinforcement learning to
autonomous driving. From randomly initialised parameters, our model is able to
learn a policy for lane following in a handful of training episodes using a
single monocular image as input. We provide a general and easy to obtain
reward: the distance travelled by the vehicle without the safety driver taking
control. We use a continuous, model-free deep reinforcement learning algorithm,
with all exploration and optimisation performed on-vehicle. This demonstrates a
new framework for autonomous driving which moves away from reliance on defined
logical rules, mapping, and direct supervision. We discuss the challenges and
opportunities to scale this approach to a broader range of autonomous driving
tasks.
",1,0,0,1,0,0
486,Strong-coupling of WSe2 in ultra-compact plasmonic nanocavities at room temperature,"  Strong-coupling of monolayer metal dichalcogenide semiconductors with light
offers encouraging prospects for realistic exciton devices at room temperature.
However, the nature of this coupling depends extremely sensitively on the
optical confinement and the orientation of electronic dipoles and fields. Here,
we show how plasmon strong coupling can be achieved in compact robust
easily-assembled gold nano-gap resonators at room temperature. We prove that
strong coupling is impossible with monolayers due to the large exciton
coherence size, but resolve clear anti-crossings for 8 layer devices with Rabi
splittings exceeding 135 meV. We show that such structures improve on prospects
for nonlinear exciton functionalities by at least 10^4, while retaining quantum
efficiencies above 50%.
",0,1,0,0,0,0
487,Stigmergy-based modeling to discover urban activity patterns from positioning data,"  Positioning data offer a remarkable source of information to analyze crowds
urban dynamics. However, discovering urban activity patterns from the emergent
behavior of crowds involves complex system modeling. An alternative approach is
to adopt computational techniques belonging to the emergent paradigm, which
enables self-organization of data and allows adaptive analysis. Specifically,
our approach is based on stigmergy. By using stigmergy each sample position is
associated with a digital pheromone deposit, which progressively evaporates and
aggregates with other deposits according to their spatiotemporal proximity.
Based on this principle, we exploit positioning data to identify high density
areas (hotspots) and characterize their activity over time. This
characterization allows the comparison of dynamics occurring in different days,
providing a similarity measure exploitable by clustering techniques. Thus, we
cluster days according to their activity behavior, discovering unexpected urban
activity patterns. As a case study, we analyze taxi traces in New York City
during 2015.
",1,1,0,0,0,0
488,BiHom-Lie colour algebras structures,"  BiHom-Lie Colour algebra is a generalized Hom-Lie Colour algebra endowed with
two commuting multiplicative linear maps. The main purpose of this paper is to
define representations and a cohomology of BiHom-Lie colour algebras and to
study some key constructions and properties.
Moreover, we discuss $\alpha^{k}\beta^l$-generalized derivations,
$\alpha^{k}\beta^l$-quasi-derivations and $\alpha^{k}\beta^l$-quasi-centroid.
We provide some properties and their relationships with BiHom-Jordan colour
algebra.
",0,0,1,0,0,0
489,Clustering of Gamma-Ray bursts through kernel principal component analysis,"  We consider the problem related to clustering of gamma-ray bursts (from
""BATSE"" catalogue) through kernel principal component analysis in which our
proposed kernel outperforms results of other competent kernels in terms of
clustering accuracy and we obtain three physically interpretable groups of
gamma-ray bursts. The effectivity of the suggested kernel in combination with
kernel principal component analysis in revealing natural clusters in noisy and
nonlinear data while reducing the dimension of the data is also explored in two
simulated data sets.
",0,1,0,1,0,0
490,Bounded gaps between primes in short intervals,"  Baker, Harman, and Pintz showed that a weak form of the Prime Number Theorem
holds in intervals of the form $[x-x^{0.525},x]$ for large $x$. In this paper,
we extend a result of Maynard and Tao concerning small gaps between primes to
intervals of this length. More precisely, we prove that for any $\delta\in
[0.525,1]$ there exist positive integers $k,d$ such that for sufficiently large
$x$, the interval $[x-x^\delta,x]$ contains $\gg_{k} \frac{x^\delta}{(\log
x)^k}$ pairs of consecutive primes differing by at most $d$. This confirms a
speculation of Maynard that results on small gaps between primes can be refined
to the setting of short intervals of this length.
",0,0,1,0,0,0
491,Handover analysis of the Improved Phantom Cells,"  Improved Phantom cell is a new scenario which has been introduced recently to
enhance the capacity of Heterogeneous Networks (HetNets). The main trait of
this scenario is that, besides maximizing the total network capacity in both
indoor and outdoor environments, it claims to reduce the handover number
compared to the conventional scenarios. In this paper, by a comprehensive
review of the Improved Phantom cells structure, an appropriate algorithm will
be introduced for the handover procedure of this scenario. To reduce the number
of handover in the proposed algorithm, various parameters such as the received
Signal to Interference plus Noise Ratio (SINR) at the user equipment (UE),
users access conditions to the phantom cells, and users staying time in the
target cell based on its velocity, has been considered. Theoretical analyses
and simulation results show that applying the suggested algorithm the improved
phantom cell structure has a much better performance than conventional HetNets
in terms of the number of handover.
",1,0,0,0,0,0
492,Bayesian Joint Topic Modelling for Weakly Supervised Object Localisation,"  We address the problem of localisation of objects as bounding boxes in images
with weak labels. This weakly supervised object localisation problem has been
tackled in the past using discriminative models where each object class is
localised independently from other classes. We propose a novel framework based
on Bayesian joint topic modelling. Our framework has three distinctive
advantages over previous works: (1) All object classes and image backgrounds
are modelled jointly together in a single generative model so that ""explaining
away"" inference can resolve ambiguity and lead to better learning and
localisation. (2) The Bayesian formulation of the model enables easy
integration of prior knowledge about object appearance to compensate for
limited supervision. (3) Our model can be learned with a mixture of weakly
labelled and unlabelled data, allowing the large volume of unlabelled images on
the Internet to be exploited for learning. Extensive experiments on the
challenging VOC dataset demonstrate that our approach outperforms the
state-of-the-art competitors.
",1,0,0,0,0,0
493,Psychological model of the investor and manager behavior in risk,"  All people have to make risky decisions in everyday life. And we do not know
how true they are. But is it possible to mathematically assess the correctness
of our choice? This article discusses the model of decision making under risk
on the example of project management. This is a game with two players, one of
which is Investor, and the other is the Project Manager. Each player makes a
risky decision for himself, based on his past experience. With the help of a
mathematical model, the players form a level of confidence, depending on who
the player accepts the strategy or does not accept. The project manager
assesses the costs and compares them with the level of confidence. An investor
evaluates past results. Also visit the case where the strategy of the player
accepts the part.
",0,0,0,0,0,1
494,Constraints on Super-Earths Interiors from Stellar Abundances,"  Modeling the interior of exoplanets is essential to go further than the
conclusions provided by mean density measurements. In addition to the still
limited precision on the planets' fundamental parameters, models are limited by
the existence of degeneracies on their compositions. Here we present a model of
internal structure dedicated to the study of solid planets up to ~10 Earth
masses, i.e. Super-Earths. When the measurement is available, the assumption
that the bulk Fe/Si ratio of a planet is similar to that of its host star
allows us to significantly reduce the existing degeneracy and more precisely
constrain the planet's composition. Based on our model, we provide an update of
the mass-radius relationships used to provide a first estimate of a planet's
composition from density measurements. Our model is also applied to the cases
of two well-known exoplanets, CoRoT-7b and Kepler-10b, using their recently
updated parameters. The core mass fractions of CoRoT-7b and Kepler-10b are
found to lie within the 10-37% and 10-33% ranges, respectively, allowing both
planets to be compatible with an Earth-like composition. We also extend the
recent study of Proxima Centauri b, and show that its radius may reach 1.94
Earth radii in the case of a 5 Earth masses planet, as there is a 96.7%
probability that the real mass of Proxima Centauri b is below this value.
",0,1,0,0,0,0
495,Software correlator for Radioastron mission,"  In this paper we discuss the characteristics and operation of Astro Space
Center (ASC) software FX correlator that is an important component of
space-ground interferometer for Radioastron project. This project performs
joint observations of compact radio sources using 10 meter space radio
telescope (SRT) together with ground radio telescopes at 92, 18, 6 and 1.3 cm
wavelengths. In this paper we describe the main features of space-ground VLBI
data processing of Radioastron project using ASC correlator. Quality of
implemented fringe search procedure provides positive results without
significant losses in correlated amplitude. ASC Correlator has a computational
power close to real time operation. The correlator has a number of processing
modes: ""Continuum"", ""Spectral Line"", ""Pulsars"", ""Giant Pulses"",""Coherent"".
Special attention is paid to peculiarities of Radioastron space-ground VLBI
data processing. The algorithms of time delay and delay rate calculation are
also discussed, which is a matter of principle for data correlation of
space-ground interferometers. During 5 years of Radioastron space radio
telescope (SRT) successful operation, ASC correlator showed high potential of
satisfying steady growing needs of current and future ground and space VLBI
science. Results of ASC software correlator operation are demonstrated.
",0,1,0,0,0,0
